Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,0:00:00,CASTILLA C-5,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"5,001,000",1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,0:00:00,MIRANDA  C-4,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,A PIE,21,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"5,001,000",1
01/01/2017,ARAUCA,SARAVENA,Domingo,9:00:00,SANTANDER,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,"81,736,000",1
01/01/2017,ATLÁNTICO,MALAMBO,Domingo,8:00:00,MEZOLANDIA,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,66,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"8,433,000",1
01/01/2017,CUNDINAMARCA,ZIPAQUIRÁ,Domingo,9:00:00,SAN JUANITO,URBANA,SECTOR COMERCIO,DIRECTA,A PIE,CONDUCTOR VEHICULO,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"25,899,000",1
01/01/2017,GUAJIRA,MAICAO,Domingo,2:00:00,CENTRO,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"44,430,000",1
01/01/2017,MAGDALENA,SANTA MARTA (CT),Domingo,12:48:00,MANZANARES,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"47,001,000",1
01/01/2017,META,LA MACARENA,Domingo,8:01:00,CENTRO,URBANA,VIAS PUBLICAS,CARTA EXTORSIVA,A PIE,A PIE,,-,-,-,-,-,-,"50,350,000",1
01/01/2017,META,VILLAVICENCIO (CT),Domingo,8:00:00,CENTRO,URBANA,VIAS PUBLICAS,MIXTA,A PIE,A PIE,44,FEMENINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"50,001,000",1
01/01/2017,NORTE DE SANTANDER,VILLA DEL ROSARIO,Domingo,11:45:00,CORREGIMIENTO LA PARADA,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,PRIMARIA,"54,874,000",1
01/01/2017,VALLE,CALI (CT),Domingo,11:00:00,LAS CEIBAS E7,URBANA,APARTAMENTO,LLAMADA TELEFONICA,A PIE,A PIE,70,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"76,001,000",1
01/01/2017,VALLE,CALI (CT),Domingo,11:00:00,SANTA MONICA POPULAR E8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO  ELECTRONICA,TECNICO,"76,001,000",1
02/01/2017,ANTIOQUIA,EL CARMEN DE VIBORAL,Lunes,10:00:00,VILLAS DE ASON,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,46,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"5,148,000",1
02/01/2017,ANTIOQUIA,MACEO,Lunes,16:00:00,SAN LUIS,RURAL,FINCAS Y SIMILARES,DIRECTA,A PIE,A PIE,45,MASCULINO,CASADO,COLOMBIA,GANADERO,-,PRIMARIA,"5,425,000",1
02/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Lunes,6:30:00,LA ALBORAYA,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,"8,001,000",1
02/01/2017,GUAJIRA,MAICAO,Lunes,16:10:00,SAN JOSE,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,33,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"44,430,000",1
02/01/2017,NORTE DE SANTANDER,TIBÚ,Lunes,10:00:00,VREDA LA FLORIDA,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,28,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"54,810,000",1
02/01/2017,TOLIMA,RIOBLANCO,Lunes,7:00:00,CORREGIMMIENTO LA HERRERA,RURAL,VIAS PUBLICAS,MIXTA,A PIE,CONDUCTOR VEHICULO,49,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SUPERIOR,"73,616,000",1
02/01/2017,VALLE,CALI (CT),Lunes,14:00:00,LA FORTALEZA E11,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,,-,-,-,-,-,-,"76,001,000",1
02/01/2017,VALLE,CALI (CT),Lunes,11:30:00,ALAMEDA E9,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,70,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"76,001,000",1
02/01/2017,VALLE,CALI (CT),Lunes,8:53:00,URB. MILITAR E19,URBANA,CENTRO COMERCIAL,LLAMADA TELEFONICA,A PIE,A PIE,54,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,001,000",1
03/01/2017,ANTIOQUIA,AMAGÁ,Martes,10:10:00,EL COLISEO,URBANA,VEHICULO,DIRECTA,A PIE,A PIE,45,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"5,030,000",1
03/01/2017,ANTIOQUIA,MEDELLÍN (CT),Martes,10:00:00,LAS ESMERALDAS  C-4,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,49,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"5,001,000",1
03/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Martes,8:00:00,LA VICTORIA,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,36,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"8,001,000",1
03/01/2017,BOLÍVAR,CARTAGENA (CT),Martes,22:30:00,PIE DE LA POPA,URBANA,CENTRO COMERCIAL,LLAMADA TELEFONICA,A PIE,A PIE,21,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"13,001,000",1
03/01/2017,CASANARE,PAZ DE ARIPORO,Martes,10:00:00,CORR.MONTAÑAS DEL TOTUMO,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,69,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"85,250,000",1
03/01/2017,CASANARE,YOPAL (CT),Martes,11:57:00,EL CENTRO,URBANA,IGLESIA,LLAMADA TELEFONICA,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,RELIGIOSO,TEOLOGIA,SUPERIOR,"85,001,000",1
03/01/2017,CESAR,CURUMANÍ,Martes,14:00:00,CENTRO,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,45,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"20,228,000",1
03/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:00:00,LAS MARGARITAS E-1,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,62,MASCULINO,CASADO,COLOMBIA,EDUCADOR,LICENCIADO,SUPERIOR,"11,001,000",1
03/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:00:00,LOS ANGELES E-10,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,52,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"11,001,000",1
03/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:30:00,LA PAZ E-5,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,PRIMARIA,"11,001,000",1
03/01/2017,CUNDINAMARCA,FUSAGASUGÁ,Martes,10:34:00,LLANO LARGO,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,68,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SUPERIOR,"25,290,000",1
03/01/2017,MAGDALENA,CIÉNAGA,Martes,11:52:00,CASA LOMA,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,35,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  DE EMPRESAS,SUPERIOR,"47,189,000",1
03/01/2017,NARIÑO,PASTO (CT),Martes,14:30:00,EL PILAR,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,41,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"52,001,000",1
03/01/2017,SUCRE,SINCELEJO (CT),Martes,10:00:00,FORD,URBANA,HOSPITALES,DIRECTA,A PIE,A PIE,38,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,ESPECIALIZACION EN ORTOPEDIA,SUPERIOR,"70,001,000",1
03/01/2017,TOLIMA,SALDAÑA,Martes,11:49:00,LAS BRISAS,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,43,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"73,671,000",1
03/01/2017,VALLE,CALI (CT),Martes,10:00:00,MANUELA BELTRAN E14,URBANA,CASAS DE HABITACION,MIXTA,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,"76,001,000",1
04/01/2017,ANTIOQUIA,ANGOSTURA,Miércoles,7:15:00,EL CEMENTERIO,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,48,FEMENINO,VIUDO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"5,038,000",1
04/01/2017,ANTIOQUIA,BELLO,Miércoles,11:00:00,EL TRAPICHE,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,A PIE,59,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"5,088,000",1
04/01/2017,ANTIOQUIA,MEDELLÍN (CT),Miércoles,12:00:00,LA ROSA  C-2,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,"5,001,000",1
04/01/2017,ANTIOQUIA,MEDELLÍN (CT),Miércoles,9:30:00,SANTA LUCIA C-12,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,21,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,"5,001,000",1
04/01/2017,BOLÍVAR,CARTAGENA (CT),Miércoles,12:58:00,EL CAMPESTRE,URBANA,COMEDORES Y/O COCINA,LLAMADA TELEFONICA,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"13,001,000",1
04/01/2017,BOYACÁ,SAMACÁ,Miércoles,14:00:00,VDA. CHURUBITA,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,47,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,"15,646,000",1
04/01/2017,CAQUETÁ,PUERTO RICO,Miércoles,10:00:00,BARRIO EL CENTRO,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,49,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"18,592,000",1
04/01/2017,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Miércoles,14:05:00,LA PAZ,RURAL,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,65,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"18,753,000",1
04/01/2017,CAUCA,PURACÉ,Miércoles,10:00:00,CENTRO,RURAL,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,57,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"19,585,000",1
04/01/2017,CÓRDOBA,CHINÚ,Miércoles,11:30:00,CHAMBACU,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,41,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"23,182,000",1
04/01/2017,GUAJIRA,MAICAO,Miércoles,10:00:00,SAN MARTIN,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,A PIE,A PIE,29,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"44,430,000",1
04/01/2017,GUAJIRA,RIOHACHA (CT),Miércoles,12:00:00,CENTRO,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,36,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"44,001,000",1
04/01/2017,HUILA,ELÍAS,Miércoles,14:00:00,CENTRO,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,"41,244,000",1
04/01/2017,TOLIMA,RONCESVALLES,Miércoles,0:00:00,EL CARMEN,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,60,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,SECUNDARIA,"73,622,000",1
04/01/2017,VALLE,BUENAVENTURA,Miércoles,14:00:00,TRANSFORMACION,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"76,109,000",1
04/01/2017,VALLE,CALI (CT),Miércoles,9:00:00,VEREDA CASCAJAL E22,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,63,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"76,001,000",1
04/01/2017,VALLE,TULUÁ,Miércoles,14:00:00,La Inmaculada,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"76,834,000",1
04/01/2017,VALLE,TULUÁ,Miércoles,20:30:00,Rubén Cruz Vélez,URBANA,CASAS DE HABITACION,MIXTA,CONDUCTOR MOTOCICLETA,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,834,000",1
05/01/2017,BOLÍVAR,TURBACO,Jueves,20:20:00,EL PORVENIR,URBANA,CASAS DE HABITACION,CARTA EXTORSIVA,A PIE,A PIE,69,MASCULINO,DIVORCIADO,COLOMBIA,COMERCIANTE,-,PRIMARIA,"13,836,000",1
05/01/2017,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Jueves,9:30:00,20 DE JULIO,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,63,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"18,753,000",1
05/01/2017,CASANARE,TRINIDAD,Jueves,10:00:00,VILLA POLITA,RURAL,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,63,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"85,430,000",1
05/01/2017,CASANARE,YOPAL (CT),Jueves,14:29:00,LLANO LINDO,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"85,001,000",1
05/01/2017,CAUCA,CALDONO,Jueves,10:57:00,VDA CERRO ALTO,RURAL,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"19,137,000",1
05/01/2017,CAUCA,CORINTO,Jueves,10:24:00,Vda Buenavista,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"19,212,000",1
05/01/2017,CAUCA,INZÁ,Jueves,8:00:00,CENTRO,URBANA,OFICINAS,LLAMADA TELEFONICA,A PIE,A PIE,55,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PUBLICO,ADMINISTRACION  DE EMPRESAS,SUPERIOR,"19,355,000",1
05/01/2017,CESAR,LA JAGUA DE IBIRICO,Jueves,14:00:00,CENTRO,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"20,400,000",1
05/01/2017,CESAR,VALLEDUPAR (CT),Jueves,9:00:00,7 DE AGOSTO,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,66,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"20,001,000",1
05/01/2017,CHOCÓ,QUIBDÓ (CT),Jueves,12:00:00,NIÑO JESUS,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,66,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,PRIMARIA,"27,001,000",1
05/01/2017,CÓRDOBA,CIÉNAGA DE ORO,Jueves,10:00:00,CGTO BERASTEGUI,RURAL,FINCAS Y SIMILARES,DIRECTA,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"23,189,000",1
05/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,13:00:00,PASTRANITA I  E-8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"11,001,000",1
05/01/2017,GUAJIRA,MAICAO,Jueves,11:20:00,SAN JOSE,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,INGENIERÍA DE SISTEMAS,SUPERIOR,"44,430,000",1
05/01/2017,GUAJIRA,VILLANUEVA,Jueves,11:00:00,LAS DELICIAS,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,48,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"44,874,000",1
05/01/2017,GUAJIRA,VILLANUEVA,Jueves,11:00:00,LAS DELICIAS,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,55,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"44,874,000",1
05/01/2017,GUAJIRA,VILLANUEVA,Jueves,11:20:00,EL CENTRO,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"44,874,000",1
05/01/2017,MAGDALENA,SANTA MARTA (CT),Jueves,11:00:00,DON DIEGO,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,52,MASCULINO,UNION LIBRE,COLOMBIA,ETNIA INDIGENA,-,SECUNDARIA,"47,001,000",1
05/01/2017,META,VILLAVICENCIO (CT),Jueves,10:00:00,SAN ANTONIO,URBANA,CASAS DE HABITACION,DIRECTA,CONDUCTOR MOTOCICLETA,A PIE,70,MASCULINO,CASADO,COLOMBIA,ARTISTA,-,SUPERIOR,"50,001,000",1
05/01/2017,NORTE DE SANTANDER,TIBÚ,Jueves,9:30:00,BARRIO MIRAFLOREZ,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,38,MASCULINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,DERECHO,SUPERIOR,"54,810,000",1
05/01/2017,TOLIMA,RIOBLANCO,Jueves,10:00:00,CORREGIMMIENTO LA HERRERA,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"73,616,000",1
05/01/2017,VALLE,CALI (CT),Jueves,11:00:00,URB. TEQUENDAMA E19,URBANA,LOCAL COMERCIAL,DIRECTA,A PIE,A PIE,33,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  DE EMPRESAS,SUPERIOR,"76,001,000",1
05/01/2017,VALLE,CALI (CT),Jueves,19:00:00,SAN LUIS E6,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,A PIE,16,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"76,001,000",1
05/01/2017,VALLE,PALMIRA,Jueves,18:30:00,JUAN PABLO SEGUNDO,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,32,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"76,520,000",1
05/01/2017,VALLE,TULUÁ,Jueves,14:00:00,Cgto Puerto Frazadas,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,21,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,834,000",1
05/01/2017,VALLE,TULUÁ,Jueves,3:20:00,Asoagrin La Santa Cruz,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"76,834,000",1
05/01/2017,VICHADA,PUERTO CARREÑO (CT),Jueves,19:00:00,EL CENTRO,URBANA,CASAS DE HABITACION,DIRECTA,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,38,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,PRIMARIA,"99,001,000",1
06/01/2017,ANTIOQUIA,BELLO,Viernes,16:00:00,SAN MARTIN,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"5,088,000",1
06/01/2017,ANTIOQUIA,MEDELLÍN (CT),Viernes,10:00:00,EL TESORO C-14,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,A PIE,39,MASCULINO,CASADO,VENEZUELA,INDEPENDIENTE,-,SUPERIOR,"5,001,000",1
06/01/2017,BOYACÁ,DUITAMA,Viernes,9:00:00,LA FUENTE,URBANA,OFICINAS,LLAMADA TELEFONICA,A PIE,A PIE,62,MASCULINO,DIVORCIADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"15,238,000",1
06/01/2017,CAUCA,MORALES,Viernes,14:00:00,VDA SAN ISIDRO,RURAL,FINCAS Y SIMILARES,DIRECTA,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,SECUNDARIA,"19,473,000",1
06/01/2017,CAUCA,SANTANDER DE QUILICHAO,Viernes,11:00:00,MORALES DUQUE,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,59,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"19,698,000",1
06/01/2017,CAUCA,TIMBIQUÍ,Viernes,16:00:00,C/MIENTO SAN BERNARDO,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,52,MASCULINO,CASADO,COLOMBIA,EDUCADOR,LICENCIADO,SUPERIOR,"19,809,000",1
06/01/2017,CHOCÓ,QUIBDÓ (CT),Viernes,18:30:00,NIÑO JESUS,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,62,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"27,001,000",1
06/01/2017,CUNDINAMARCA,SOACHA,Viernes,0:00:00,EL ALTICO,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,30,FEMENINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"25,754,000",1
06/01/2017,HUILA,NEIVA (CT),Viernes,15:37:00,VEREDA FORTALECILLAS,RURAL,FINCAS Y SIMILARES,LLAMADA TELEFONICA,A PIE,A PIE,58,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"41,001,000",1
06/01/2017,MAGDALENA,ZONA BANANERA,Viernes,20:38:00,CORREGIMIENTO SANTA ROSALIA,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,62,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"47,980,000",1
06/01/2017,META,ACACÍAS,Viernes,11:00:00,VILLA EL PRADO,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,EDUCADOR,LICENCIADO,SUPERIOR,"50,006,000",1
06/01/2017,NARIÑO,SAN ANDRES DE TUMACO,Viernes,18:00:00,OBRERO,URBANA,PANADERIAS,MIXTA,CONDUCTOR MOTOCICLETA,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"52,835,000",1
06/01/2017,NARIÑO,SAN ANDRES DE TUMACO,Viernes,13:59:00,LUIS AVELINO PEREZ,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,40,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"52,835,000",1
06/01/2017,NORTE DE SANTANDER,CÚCUTA (CT),Viernes,10:00:00,BARRIO LOS MOTILONES,URBANA,CASAS DE HABITACION,DIRECTA,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"54,001,000",1
06/01/2017,SANTANDER,BARRANCABERMEJA,Viernes,11:00:00,EL RETEN,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,PRIMARIA,"68,081,000",1
06/01/2017,VALLE,ROLDANILLO,Viernes,14:00:00,CENTRO,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,A PIE,38,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,PRIMARIA,"76,622,000",1
07/01/2017,ANTIOQUIA,CÁCERES,Sábado,11:00:00,EL CENTRO,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,A PIE,61,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,INGENIERÍA CIVIL,SUPERIOR,"5,120,000",1
